Eng,Th,Romanized
street,ถนน,thanon
road,ถนน,thanon
fashionable,ทันสมัย,thansamai
modern,ทันสมัย,thansamai
dentist,ทันตแพทย์,thantaphaet
immediately,ทันที,thanthi
immediate,ทันทีทันใด,thanthithandai
December,ธันวาคม,thanwakhom
foot,เท้า,thao
equal,เท่ากัน,thaokan
only,เท่านั้น,thaonan
baby,ทารก,tharok
port,ท่าเรือ,tharuea
element,ธาตุ,that
slave,ทาส,that
challenge,ท้าทาย,thathai
attitude,ท่าที,thathi
continent,ทวีป,thawip
permanent,ถาวร,thawon
ambitious,ทะเยอทะยาน,thayoethayan
pour,เท,the
technique,เทคนิค,theknik
technology,เทคโนโลยี,theknoloiyi
tennis,เทนนิส,thennit
tape,เทป,thep
that,ที่,thi
at,ที่,thi
which,ที่,thi
potential,ที่อาจเกิดขึ้น,thi-atkoetkhuen
elsewhere,ที่อื่น ๆ,thi-uen 1
artificial,เทียม,thiam
argue,เถียง,thiang
midnight,เที่ยงคืน,thiangkhuen
flight,เที่ยวบิน,thiaobin
actual,ที่จริง,thiching
parking,ที่จอดรถ,thichotrot
favourite,ที่ชื่นชอบ,thichuenchop
injured,ที่ได้รับบาดเจ็บ,thidairapbatchep
quite,ทีเดียว,thidiao
estate,ที่ดิน,thidin
land,ที่ดิน,thidin
leisure,ที่เดินทางมาพักผ่อน,thidoenthangmaphakphon
fifth,ที่ห้า,thiha
where,ที่ไหน,thihai
killing,ที่ฆ่า,thikha
expected,ที่คาดหวัง,thikhatwang
relevant,ที่เกี่ยวข้อง,thikiaokhong
related,ที่เกี่ยวข้อง,thikiaokhong
associated,ที่เกี่ยวข้อง,thikiaokhong
associate,ที่เกี่ยวข้อง,thikiaokhong
involved,ที่เกี่ยวข้อง,thikiaokhong
concerned,ที่เกี่ยวข้อง,thikiaokhong
surrounding,ที่ล้อมรอบ,thilomrop
team,ทีม,thim
origin,ที่มา,thima
efficient,ที่มีประสิทธิภาพ,thimiprasitthiphap
experienced,ที่มีประสบการณ์,thimiprasopkan
exist,ที่มีอยู่,thimiyu
wherever,ที่ไหนก็ตาม,thinaikotam
there,ที่นั่น,thinan
seat,ที่นั่ง,thinang
disappointing,ที่น่าผิดหวัง,thinaphitwang
here,ที่นี่,thini
accommodation,ที่พัก,thiphak
shelter,ที่พักอาศัย,thiphak-asai
illegal,ที่ผิดกฎหมาย,thiphitkotmai
successful,ที่ประสบความสำเร็จ,thiprasopkhwamsamret
dear,ที่รัก,thirak
plain,ที่ราบ,thirap
included,ที่รวมอยู่,thiruamyu
third,ที่สาม,thisam
fourth,ที่สี่,thisi
smoking,ที่สูบบุหรี่,thisupburi
location,ที่ตั้ง,thitang
located,ที่ตั้งอยู่,thitangyu
prepared,ที่เตรียมไว้,thitriamwai
west,ทิศตะวันตก,thittawantok
direction,ทิศทาง,thitthang
address,ที่อยู่,thiyu
pipe,ท่อ,tho
she,เธอ,thoe
her,เธอ,thoe
retired,ถอยออก,thoi-ok
tone,โทน,thon
call,โทร,thon
flag,ธง,thong
gold,ทอง,thong
sky,ท้องฟ้า,thongfa
review,ทบทวน,thopthuan
phone,โทรศัพท์,thorasap
telephone,โทรศัพท์,thorasap
mobile,โทรศัพท์มือถือ,thorasapmuethue
television,โทรทัศน์,thorathat
TV,โทรทัศน์,thorathat
decade,ทศวรรษ,thosawat
fry,ทอด,thot
test,ทดสอบ,thotsop
theory,ทฤษฎี,thritsadi
rub,ถู,thu
nut,ถั่ว,thua
bean,ถั่ว,thua
cup,ถ้วย,thuai
worldwide,ทั่วโลก,thualok
global,ทั่วโลก,thualok
general,ทั่วไป,thuapai
hold,ถือ,thue
to,ถึง,thueng
cheap,ถูก,thuk
limited,ถูก จำกัด,thuk chamkat
anywhere,ทุกแห่ง,thukhaeng
everyone,ทุกคน,thukkhon
everybody,ทุกคน,thukkhon
legal,ถูกกฎหมาย,thukkotmai
every,ทุกๆ,thuko
everywhere,ทุกที่,thukthi
accurate,ถูกต้อง,thuktong
all right,ถูกต้อง,thuktong
everyday,ทุกวัน,thukwan
everything,ทุกอย่าง,thukyang
grant,ทุน,thun
bag,ถุง,thung
glove,ถุงมือ,thungmue
sock,ถุงเท้า,thungthao
business,ธุรกิจ,thurakit
hit,ตี,ti
beat,ตี,ti
bed,เตียง,tiang
interpret,ตีความ,tikhwam
stick (piece of wood),ติด (ชิ้นส่วนของไม้),tit bachinsuankhongmai
stick (push into/attach),ติด (การผลักดันเข้า / แนบ),tit phakanphalakdankhaep
track,ติดตาม,tittam
install,ติดตั้ง,tittang
contact,ติดต่อ,titto
continue,ต่อ,to
per,ต่อ,to
extend,ต่ออายุ,to-ayu
fill,เติม,toem
fall,ตก,tok
shocked,ตกใจ,tokchai
agree,ตกลง,toklong
OK,ตกลง,toklong
decorate,ตกแต่ง,toktaeng
depressing,ตกต่ำ,toktam
boil,ต้ม,tom
later,ต่อมา,toma
episode,ตอน,ton
self,ตนเอง,ton-eng
myself,ตนเอง,ton-eng
afternoon,ตอนบ่าย,tonbai
script,ต้นฉบับ,tonchabap
morning,ตอนเช้า,tonchao
want,ต้องการ,tongkan
must modal,ต้องเป็นกิริยาช่วย,tongpenkiriyachuai
tree,ต้นไม้,tonmai
now,ตอนนี้,tonni
early,ตอนต้น,tonton
continuous,ต่อเนื่องกัน,tonueangkan
evening,ตอนเย็น,tonyen
reply,ตอบ,top
answer,ตอบ,top
further,ต่อไป,topai
next,ต่อไป,topai
next to,ต่อไป,topai
respond,ตอบสนอง,topsanong
policeman,ตร.,toro
oppose,ต่อต้าน,totan
resist,ต่อต้าน,totan
against,ต่อต้าน,totan
realize,ตระหนัก,tranak
prepare,เตรียมการ,triamkan
arrange,เตรียมการ,triamkan
straight,ตรง,trong
opposite,ตรงข้าม,trongkham
detect,ตรวจจับ,truachap
investigation,ตรวจสอบ,truatsop
check,ตรวจสอบ,truatsop
examine,ตรวจสอบ,truatsop
cupboard,ตู้,tu
ticket,ตั๋ว,tua
themselves,ตัวเอง,tua-eng
itself,ตัวเอง,tua-eng
himself,ตัวเขาเอง,tuakhao-eng
character,ตัวละคร,tualakhon
option,ตัวเลือก,tualueak
town,ตัวเมือง,tuamueang
ourselves,ตัวเรา,tuarao
representative,ตัวแทน,tuathaen
agent,ตัวแทน,tuathaen
herself,ตัวเธอเอง,tuatho--eng
example,ตัวอย่าง,tuayyang
sample,ตัวอย่าง,tuayyang
instance,ตัวอย่าง,tuayyang
bother,ตื๊อ,tue
remind,เตือน,tuean
warn,เตือน,tuean
shallow,ตื้น,tuen
excited,ตื่นเต้น,tuenten
October,ตุลาคม,tulakhom
fridge,ตู้เย็น,tuyen
fat,อ้วน,uan
accident,อุบัติเหตุ,ubathet
incident,อุบัติการณ์,ubatikan
another,อื่น,uen
else,อื่น,uen
other,อื่น ๆ,uen wo
uncomfortable,อึดอัด,uet-at
embarrassed,อึดอัดใจ,uet-atchai
tunnel,อุโมงค์,umong
temperature,อุณหภูมิ,unhum
equipment,อุปกรณ์,upakon
barrier,อุปสรรค,upsak
industry,อุตสาหกรรม,utsahakam
appeal,อุทธรณ์,utthon
whether,ว่า,wa
engage,ว่าจ้าง,wachang
ring,แหวน,waen
ring,แหวน,waen
wine,ไวน์,wai
teenager,วัยโจ๋,waicho
childhood,วัยเด็ก,waidek
swimming,ว่ายน้ำ,wainam
virus,ไวรัส,wairat
teenage,วัยรุ่น,wairun
phrase,วลี,wali
day,วัน,wan
sweet,หวาน,wan
Tuesday,วันอังคาร,wan-angkhan
Sunday,วันอาทิตย์,wan-athit
Monday,วันจันทร์,wanchan
lay,วาง,wang
trust,วางใจ,wangchai
rely,วางใจ,wangchai
unemployed,ว่างงาน,wangngan
plan,วางแผน,wangphaen
blank,ว่างเปล่า,wangplao
empty,ว่างเปล่า,wangplao
bomb,วางระเบิด,wangraboet
anniversary,วันครบรอบ,wankhroprop
birthday,วันเกิด,wankoet
literature,วรรณกรรม,wannakam
Thursday,วันพฤหัสบดี,wanphruehatbodi
tomorrow,วันพรุ่งนี้,wanphrungni
Wednesday,วันพุธ,wanphut
Saturday,วันเสาร์,wansao
Friday,วันศุกร์,wansuk
date,วันที่,wanthi
vacation,วันหยุด,wanyut
holiday,วันหยุด,wanyut
wow,ว้าว,wao
term,วาระ,wara
journal,วารสาร,warasan
measure,วัด,wat
draw,วาด,wat
material,วัสดุ,watsud
culture,วัฒนธรรม,watthanatham
object,วัตถุ,watthu
objective,วัตถุประสงค์,watthuprasong
purpose,วัตถุประสงค์,watthuprasong
time,เวลา,wela
unless,เว้นแต่,wentae
web,เว็บ,wep
site,เว็บไซต์,wepsai
website,เว็บไซต์,wepsai
stage,เวที,wethi
platform,เวที,wethi
research,วิจัย,wichai
academic,วิชาการ,wichakan
technical,วิชาการ,wichakan
criticize,วิจารณ์,wichan
video,วีดีโอ,widi-o
analyse,วิเคราะห์,wikhro
critical,วิกฤติ,wikriti
crisis,วิกฤติ,wikriti
discipline,วินัย,winai
run,วิ่ง,wing
running,วิ่ง,wing
rush,วิ่ง,wing
spirit,วิญญาณ,winyan
vision,วิสัยทัศน์,wisaithat
extraordinary,วิสามัญ,wisaman
vitamin,วิตามิน,witamin
means,วิธี,withi
method,วิธี,withi
lifestyle,วิถีการดำเนินชีวิต,withikandamnoenchiwit
engineering,วิศวกรรม,witsawakam
engineer,วิศวกร,witsawakon
campus,วิทยาเขต,witthayakhet
college,วิทยาลัย,witthayalai
scientific,วิทยาศาสตร์,witthayasat
science,วิทยาศาสตร์,witthayasat
radio,วิทยุ,witthayu
cycle,วงจร,wongchon
band,วงดนตรี,wongdontri
circle,วงกลม,wongklom
cow,วัว,wua
drug,ยา,ya
grass,หญ้า,ya
medicine,ยา,ya
split,แยก,yaek
separate,แยก,yaek
identify,แยกแยะ,yaekyae
worse,แย่ลง,yaelong
jam,แยม,yaem
worst,แย่ที่สุด,yaethisut
grandmother,ยาย,yai
big,ใหญ่,yai
large,ใหญ่,yai
huge,ใหญ่,yai
move,ย้าย,yai
second1 (unit of time),second1 (หน่วยเวลา),yairarai  naaiwela
second1 (next after the first),second1 (ต่อไปหลังจากที่ครั้งแรก),yairarai  ttopailangchakhrangraek
close2,close2,yairorok
hard,ยาก,yak
tough,ยาก,yak
giant,ยักษ์,yak
difficult,ยาก,yak
guard,ยาม,yam
lean,ยัน,yan
neighbourhood,ย่าน,yan
quarter,ย่าน,yan
rubber,ยาง,yang
tyre,ยาง,yang
yet,ยัง,yang
necessarily,อย่างจำเป็น,yangchampen
obviously,อย่างชัดเจน,yangchatchen
such,อย่างเช่น,yangchen
seriously,อย่างจริงจัง,yangchingchang
clearly,อย่างเห็นได้ชัด,yanghendaichat
remain,ยังคง,yangkhong
still,ยังคง,yangkhong
closely,อย่างใกล้ชิด,yangklaichit
widely,อย่างกว้างขวาง,yangkwangkhwang
extremely,อย่างมาก,yangmak
highly,อย่างมาก,yangmak
significantly,อย่างมีความหมาย,yangmikhwammai
definitely,อย่างแน่นอน,yangnaenon
exactly,อย่างแน่นอน,yangnaenon
surely,อย่างแน่นอน,yangnaenon
absolutely,อย่างแน่นอน,yangnaenon
certainly,อย่างแน่นอน,yangnaenon
easily,อย่างง่ายดาย,yangngaidai
fairly,อย่างเป็นธรรม,yangpentham
how,อย่างไร,yangrai
however,อย่างไรก็ตาม,yangraikotam
anyway,อย่างไรก็ตาม,yangraikotam
rapidly,อย่างรวดเร็ว,yangruatreo
quickly,อย่างรวดเร็ว,yangruatreo
constantly,อย่างสม่ำเสมอ,yangsamsamoe
entirely,อย่างสิ้นเชิง,yangsinchoeng
perfectly,อย่างสมบูรณ์,yangsombun
completely,อย่างสมบูรณ์,yangsombun
fully,อย่างเต็มที่,yangtemthi
truly,อย่างแท้จริง,yangthaeching
commonly,อย่างธรรมดา,yangthammada
properly,อย่างถูกต้อง,yangthuktong
long,ยาว,yao
rude,หยาบ,yap
poison,ยาพิษ,yaphit
live1,live1,yarara a
wind1,wind1,yarara a
tear1,tear1,yarara a
live2,live2,yararok
tear2,tear2,yararok
wind2,wind2,yararok
last1 (taking time),last1 (สละเวลา),yari  sasalawela
last1 (final),last1 (สุดท้าย),yari  sutthai
relative,ญาติ,yat
cool,เย็น,yen
cold,เย็น,yen
brand,ยี่ห้อ,yiho
curly,หยิก,yik
gym,ยิม,yim
pleased,ยินดี,yindi
delighted,ยินดี,yindi
welcome,ยินดีต้อนรับ,yinditonrap
female,หญิง,ying
shoot,ยิง,ying
woman,หญิง,ying
great,ยิ่งใหญ่,yingyai
grand,ยิ่งใหญ่,yingyai
twenty,ยี่สิบ,yisip
raise,ยก,yok
lift,ยก,yok
dismiss,ยกเลิก,yokloek
cancel,ยกเลิก,yokloek
forgive,ยกโทษให้,yokthothai
except,ยกเว้น,yokwen
accept,ยอมรับ,yomrap
admit,ยอมรับ,yomrap
acceptable,ยอมรับได้,yomrapdai
throw,โยน,yon
paragraph,ย่อหน้า,yona
backwards,ย้อนกลับ,yonklap
FALSE,FALSE,yoraraa
close1,close1,yorarai a
rank,ยศ,yot
excellent,ยอดเยี่ยม,yotyiam
wonderful,ยอดเยี่ยม,yotyiam
victim,เหยื่อ,yuea
visit,เยือน,yuean
borrow,ยืม,yuem
lend,ยืม,yuem
stand,ยืน,yuen
confirm,ยืนยัน,yuenyan
insist,ยืนยัน,yuenyan
stretch,ยืด,yuet
fasten,ยึด,yuet
euro,ยูโร,yuro
survive,อยู่รอด,yurot
stop,หยุด,yut
break,หยุดพัก,yutphak
